181-0991-1_LHL_S1_L001	181-0991-3_LHL_S2_L001	SKM_0923-1_RHL_S5_L001	SKM_0923-3_RHL_S6_L001	WT62_0987-3_RHL_S9_L001	WT62_0987-4_RHL_S10_L001	212-4281_E62SKM_RHL_Emb1_S1	212-4281_E62SKM_RHL_Emb4_S2	6132-1_Right_Gastroc_S15	6132-2_Left_Sol_S16	6132-3_Left_Sol_S17	6132-3_Right_Gastroc_S18
ENSSSCG00000023957	8	18	50	49	24	37	105	115	119	96	111	113
ENSSSCG00000023968	45	0	47	12	5	0	102	3	18	0	0	0
ENSSSCG00000023969	45	60	135	107	94	81	225	154	200	183	210	189
ENSSSCG00000023971	11819	13797	21671	19923	15834	14441	25281	21007	15544	18581	15188	17323
ENSSSCG00000023972	100	101	242	260	261	415	984	937	1062	944	1001	1021
ENSSSCG00000023973	967	1015	1846	1774	1410	1207	2190	2124	1654	1637	1604	1630
ENSSSCG00000023974	770	853	2306	2421	1242	1240	3151	3034	1968	1938	2297	1828
ENSSSCG00000023975	103	119	200	157	1016	1244	473	371	5590	3922	4539	4576
ENSSSCG00000023976	89	58	281	258	192	209	356	300	338	397	366	349
ENSSSCG00000023978	212	216	539	515	447	444	683	761	710	773	748	657
ENSSSCG00000023983	1230	1201	2027	1963	1750	1777	3086	2350	2610	2595	2414	2630
ENSSSCG00000023984	3038	3130	3452	3454	2880	2719	3803	3063	2560	2661	2718	2568
ENSSSCG00000023991	1094	1381	3017	2758	1745	1862	4582	4077	2990	2937	2896	2827
ENSSSCG00000023992	262	350	612	781	392	515	1430	1380	965	735	857	878
ENSSSCG00000023993	5	4	11	18	21	11	23	37	27	21	41	32
ENSSSCG00000023994	187	238	504	565	261	238	677	677	296	384	415	309
ENSSSCG00000023996	1218	1080	2498	2916	1789	1830	2891	2504	2543	2814	2619	2623
ENSSSCG00000024000	41	42	226	214	214	190	458	528	621	473	517	637
ENSSSCG00000024001	2577	3083	8411	6969	5688	5796	6984	5531	5372	5844	6013	5475
ENSSSCG00000024008	0	0	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000024009	369	389	802	689	869	623	761	912	1115	1136	930	1293
ENSSSCG00000024015	4825	5236	6026	6542	5151	4396	5840	4221	2280	3948	3756	2452
ENSSSCG00000024018	490	635	650	1022	1547	1481	282	179	1029	1862	1095	1184
ENSSSCG00000024019	667	697	604	666	604	540	1164	1006	750	822	715	801
ENSSSCG00000024021	532	566	1078	1053	909	771	1188	1096	934	1149	1337	1028
ENSSSCG00000024022	202	194	696	646	152	253	1050	1498	969	986	1046	1089
ENSSSCG00000024024	115	45	351	316	157	148	774	609	207	294	275	256
ENSSSCG00000024027	3147	3070	7881	8366	4742	4724	7574	6524	4851	5288	4982	5074
ENSSSCG00000024028	292	337	830	800	346	421	1590	1531	896	750	886	831
ENSSSCG00000024030	379	405	1158	1121	969	1063	1629	1652	1514	1496	1685	1408
ENSSSCG00000024040	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000024043	2600	2118	9703	9152	5041	4997	18068	19201	5656	6269	7494	5280
ENSSSCG00000024045	675	710	906	892	1228	1466	1282	981	2931	2679	2292	2874
ENSSSCG00000024048	269	283	755	592	768	730	976	1524	2850	1901	2617	2458
ENSSSCG00000024052	3000	3575	5939	5671	3799	3245	8246	6187	3350	3715	3195	3521
ENSSSCG00000024058	0	0	1	0	7	7	19	25	23	12	13	18
ENSSSCG00000024059	4439	4762	9303	8454	5700	5622	19602	16185	4790	5632	5495	5081
ENSSSCG00000024060	55	96	131	113	65	72	106	105	68	91	86	87
ENSSSCG00000024061	15595	18643	71	90	44933	33225	115	188	22850	34539	38278	23169
ENSSSCG00000024062	0	0	4	8	0	0	30	0	0	0	0	0
ENSSSCG00000024064	109	137	420	347	290	303	531	417	511	506	419	509
ENSSSCG00000024065	1338	1034	2935	2333	1354	1719	2396	1581	2260	2871	2898	2337
ENSSSCG00000024067	6	8	12	5	1	1	199	162	0	3	9	4
ENSSSCG00000024070	312	290	740	644	429	381	878	818	340	435	359	391
ENSSSCG00000024071	191	137	851	715	435	405	1242	2046	1668	1240	1448	1487
ENSSSCG00000024072	7	8	16	29	12	12	85	57	64	82	88	79
ENSSSCG00000024081	459	465	736	749	673	545	1115	874	664	634	586	646
ENSSSCG00000024088	3521	3572	3769	3557	8416	7712	4560	3198	14369	13470	17054	12284
ENSSSCG00000024092	15	13	34	8	0	0	501	2	0	0	0	3
ENSSSCG00000024096	408	399	810	878	657	785	1294	1280	1164	1220	1096	1200
ENSSSCG00000024102	0	0	0	0	2	0	0	0	3	9	6	3
ENSSSCG00000024103	388	458	172	232	1600	1997	335	220	1069	1534	1284	1000
ENSSSCG00000024108	252	248	1245	987	453	493	2496	2747	1221	1086	996	1316
ENSSSCG00000024109	56	46	137	133	90	190	238	177	326	257	323	280
ENSSSCG00000024111	0	3	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000024117	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000024119	1693	1595	3509	3506	1385	1607	6179	5184	1780	1825	2016	1702
ENSSSCG00000024125	1831	1675	3736	3738	2655	3466	4613	3529	4609	4454	3785	5002
ENSSSCG00000024126	6735	7229	9226	8521	7605	6856	9774	7541	6136	6886	6434	5893
ENSSSCG00000024127	1441	1697	3407	3367	2344	2745	5774	4469	3271	3138	3007	3315
ENSSSCG00000024129	0	0	2	0	0	0	0	2	0	0	1	0
ENSSSCG00000024131	213	305	729	737	316	476	1024	800	776	792	649	746
ENSSSCG00000024132	1794	1723	2061	2859	5032	6330	4551	4656	10631	10524	9070	12206
ENSSSCG00000024134	276	257	846	794	1106	967	2264	2518	3807	3535	3555	3771
ENSSSCG00000024136	215	202	154	489	355	134	294	195	458	464	585	397
ENSSSCG00000024144	659	867	1465	1381	1729	1571	1768	1703	3301	3015	2587	3420
ENSSSCG00000024145	305	369	462	487	267	285	633	462	306	334	326	307
ENSSSCG00000024149	1145	1038	2227	2335	1531	1474	2821	2217	1473	1517	1661	1437
ENSSSCG00000024152	282	311	806	820	544	534	1581	1366	880	974	1077	812
ENSSSCG00000024155	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000024157	228	256	643	671	465	536	1058	929	804	783	822	764
ENSSSCG00000024158	114	147	375	313	434	319	557	308	1199	1095	1255	1265
ENSSSCG00000024161	2	1	3	9	1	8	23	24	23	13	9	25
ENSSSCG00000024162	217	305	516	447	616	645	855	911	672	787	596	784
ENSSSCG00000024163	1194	1320	3527	3074	1317	1449	3824	3414	2388	2518	3002	2278
ENSSSCG00000024166	25	31	101	215	14	11	117	169	86	99	111	85
ENSSSCG00000024168	2657	3228	3528	3334	3712	3816	5101	3862	4381	4656	3734	4828
ENSSSCG00000024174	640	894	2041	1805	1439	1167	2330	1737	1172	1501	1265	1489
ENSSSCG00000024179	0	7	3	8	0	1	0	3	0	1	3	3
ENSSSCG00000024180	1627	1460	3886	4212	2262	2602	5526	5267	3383	3416	3457	3192
ENSSSCG00000024184	490	569	1464	1485	1309	1327	2276	2232	1661	1986	1664	2057
ENSSSCG00000024189	820	860	1661	1688	838	826	2172	1995	1000	1032	1041	1016
ENSSSCG00000024191	0	0	1	1	0	1	3	2	17	11	9	16
ENSSSCG00000024193	447	421	1858	2017	760	1022	2027	1500	1579	1619	1411	1639
ENSSSCG00000024197	1843	1683	2345	2475	2126	2310	3858	3426	3410	3652	3746	3229
ENSSSCG00000024201	1522	1371	3497	3839	2234	2731	5355	4552	2768	4460	4177	4573
ENSSSCG00000024204	40	38	107	144	240	466	93	170	491	1309	794	814
ENSSSCG00000024205	213	276	280	345	717	1218	704	627	1466	1454	1421	1441
ENSSSCG00000024206	293	362	778	728	350	425	824	699	406	534	504	414
ENSSSCG00000024219	143	130	185	172	230	265	558	446	721	484	684	670
ENSSSCG00000024221	216	342	904	886	591	625	1472	1484	1096	1099	1117	1205
ENSSSCG00000024222	861	1037	1262	1219	882	867	1406	1194	1052	1047	1074	918
ENSSSCG00000024223	62	135	600	363	3	10	403	15	0	12	11	4
ENSSSCG00000024227	1	0	12	9	0	0	1	9	0	1	0	0
ENSSSCG00000024232	459	458	854	962	683	825	1215	904	699	1045	1049	696
ENSSSCG00000024233	20	18	63	63	13	31	36	53	21	21	21	16
ENSSSCG00000024235	1145	1203	2350	2332	2261	2223	2829	2608	2635	2844	2740	2412
ENSSSCG00000024236	95	86	324	318	92	64	463	301	98	199	168	145
ENSSSCG00000024240	352	393	1348	1246	957	1119	1994	2208	2174	1968	1921	1954
ENSSSCG00000024242	1283	1738	1813	2016	1935	1968	2787	2313	2541	2755	2438	2598
ENSSSCG00000024245	328	365	545	550	620	564	518	441	414	499	442	410
ENSSSCG00000024249	0	1	14	31	13	8	2	1	14	8	14	25
ENSSSCG00000024253	2409	2652	4409	4272	3400	3216	6238	5128	4510	4422	4616	4150
ENSSSCG00000024254	349	470	909	739	730	607	875	830	590	800	592	596
ENSSSCG00000024257	1851	1670	3467	3502	1205	1307	3706	3527	1768	1833	2061	1589
ENSSSCG00000024259	1130	1156	2085	1851	1849	1577	2659	2356	1861	2013	1861	2041
ENSSSCG00000024260	34006	42457	49740	48058	45355	42537	88169	66797	44590	50105	38863	53308
ENSSSCG00000024261	1129	1320	2184	2093	1301	987	2076	1777	883	1275	1092	1052
ENSSSCG00000024263	8574	10082	16062	15191	12179	11479	30792	25747	10333	12693	10165	11423
ENSSSCG00000024267	1331	1650	2862	2715	2009	1753	4164	3521	2165	2443	2132	2483
ENSSSCG00000024268	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000024275	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000024279	407	553	736	642	659	638	1004	843	604	699	550	668
ENSSSCG00000024281	12	4	49	43	16	9	800	39	20	8	7	14
ENSSSCG00000024285	163	177	1044	1119	401	626	2129	2407	1588	1453	1783	1417
ENSSSCG00000024288	26	40	49	34	61	42	64	36	252	259	247	239
ENSSSCG00000024290	149	169	247	280	148	145	405	361	337	318	327	303
ENSSSCG00000024293	84	118	423	389	92	87	374	278	162	112	123	173
ENSSSCG00000024296	303	336	375	411	559	542	805	692	651	822	705	770
ENSSSCG00000024300	693	852	1755	1592	544	588	1625	1394	582	618	575	558
ENSSSCG00000024302	0	0	5	0	0	0	0	0	0	0	0	0
ENSSSCG00000024305	0	3	8	2	8	4	27	6	59	38	83	58
ENSSSCG00000024307	0	0	0	0	0	2	0	0	0	0	0	0
ENSSSCG00000024310	1027	1629	2871	2490	250	384	4158	1285	351	209	245	287
ENSSSCG00000024311	52	26	205	304	67	52	353	444	105	101	114	89
ENSSSCG00000024312	27	29	578	404	45	59	404	381	32	53	31	40
ENSSSCG00000024313	3605	4066	3503	3239	6021	5313	4989	4212	9719	9186	8397	10448
ENSSSCG00000024314	0	0	0	0	7	54	1	0	0	20	6	0
ENSSSCG00000024316	2233	2406	2301	2034	4017	3416	2642	2250	4840	4443	4641	4904
ENSSSCG00000024320	0	0	0	0	0	0	0	3	0	0	0	0
ENSSSCG00000024325	1	2	6	9	3	2	45	73	90	23	49	42
ENSSSCG00000024329	553	673	1074	1004	832	773	1371	1161	754	1004	787	902
ENSSSCG00000024330	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000024336	0	1	5	7	0	0	45	0	0	0	0	0
ENSSSCG00000024341	193	252	592	547	668	693	988	1051	1268	1360	1388	1233
ENSSSCG00000024344	64	38	177	195	128	119	577	614	344	386	291	363
ENSSSCG00000024346	83	119	452	461	27	17	180	129	3	16	19	12
ENSSSCG00000024347	14	58	25	14	1	5	13	14	1	1	0	0
ENSSSCG00000024351	1546	1240	3839	3321	1307	1777	2538	2983	2627	2136	1676	2592
ENSSSCG00000024357	20	26	62	62	56	82	165	129	232	211	221	211
ENSSSCG00000024359	266	318	527	537	372	402	896	925	752	745	673	697
ENSSSCG00000024361	389	597	719	682	509	423	1025	788	734	794	691	755
ENSSSCG00000024373	5813	5572	7592	7122	6346	6856	11774	9836	9904	9511	10349	8556
ENSSSCG00000024377	405	489	1301	1311	773	865	1531	1731	1800	1565	1793	1556
ENSSSCG00000024379	0	1	18	14	12	5	1	6	22	8	18	26
ENSSSCG00000024384	1625	1851	3435	3183	3424	3510	4643	3945	3659	4073	3813	3846
ENSSSCG00000024385	1070	1224	1268	1364	1024	887	1762	1648	1084	1129	1054	1171
ENSSSCG00000024388	2371	3834	3139	4432	3487	3615	3622	2966	4385	5805	4300	4756
ENSSSCG00000024389	39	83	167	160	60	57	180	170	92	95	87	89
ENSSSCG00000024392	4	1	35	19	0	0	15	20	0	0	0	0
ENSSSCG00000024393	369	453	886	920	598	539	1040	830	728	665	644	819
ENSSSCG00000024396	316	309	1221	1300	833	1062	1376	1601	1606	1758	1578	1557
ENSSSCG00000024399	508	541	1075	1055	570	579	1286	1172	504	681	684	542
ENSSSCG00000024402	7	8	2	2	4	8	1	15	11	16	18	18
ENSSSCG00000024403	65	55	136	198	53	105	535	434	288	318	438	292
ENSSSCG00000024411	220	414	586	583	338	357	600	444	328	433	471	366
ENSSSCG00000024412	911	1004	2737	2701	1944	2049	3744	3146	3532	3597	3589	3538
ENSSSCG00000024413	4506	5341	12307	11361	9631	8107	10269	9594	6141	8093	7328	6755
ENSSSCG00000024416	220	236	29	17	16	39	69	111	29	32	43	17
ENSSSCG00000024417	61	105	193	268	130	189	158	177	89	73	82	71
ENSSSCG00000024418	867	594	1799	1531	762	860	3390	3352	1095	1524	1212	1139
ENSSSCG00000024419	1611	1923	2774	2757	1863	1968	5167	3758	2296	2431	2226	2295
ENSSSCG00000024420	0	0	1	3	2	5	6	8	28	18	24	24
ENSSSCG00000024424	759	697	2171	2118	1313	1335	4291	3239	3819	3256	3451	3642
ENSSSCG00000024428	2	7	9	5	5	2	22	24	11	3	6	8
ENSSSCG00000024429	7	5	13	3	42	51	4	1	84	105	101	74
ENSSSCG00000024431	6	4	23	21	2	4	11	11	3	2	5	3
ENSSSCG00000024437	7393	8413	13570	12885	9568	8666	20350	16828	8276	9199	8338	8936
ENSSSCG00000024439	54	42	372	347	30	38	211	140	78	101	64	68
ENSSSCG00000024443	403	485	710	710	497	470	1084	1077	584	644	552	662
ENSSSCG00000024444	194	194	507	493	347	413	870	844	766	783	721	740
ENSSSCG00000024445	674	698	1171	1181	1108	946	2103	1822	1739	1660	1829	1607
ENSSSCG00000024453	2336	2902	4741	4668	5350	5349	7622	7450	7589	7099	7759	7280
ENSSSCG00000024455	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000024459	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000024463	2613	2615	4270	4221	4869	4208	6146	5229	5132	6815	5788	5351
ENSSSCG00000024474	0	1	0	0	3	0	0	1	5	2	6	5
ENSSSCG00000024476	12	3	19	35	15	22	91	88	122	100	112	117
ENSSSCG00000024479	207	287	681	613	394	403	779	640	1003	843	817	974
ENSSSCG00000024480	434	556	1195	1298	611	771	1622	2220	828	915	909	867
ENSSSCG00000024481	5343	6160	1782	2292	28087	37199	2235	1850	113200	76231	88428	86605
ENSSSCG00000024484	1738	2030	3362	3584	1667	1750	4129	3170	1916	2096	1980	1847
ENSSSCG00000024485	19	26	41	43	39	31	83	75	78	92	83	107
ENSSSCG00000024486	760	622	1522	1642	886	1316	2174	1988	2636	2339	2209	2362
ENSSSCG00000024488	761	812	1604	1566	1459	1394	1777	1784	1430	1760	1620	1433
ENSSSCG00000024492	269	275	656	721	239	153	403	399	285	357	341	258
ENSSSCG00000024494	1522	2333	7208	7096	374	454	2205	1873	202	249	293	185
ENSSSCG00000024495	11	14	37	46	15	26	146	174	64	67	87	62
ENSSSCG00000024496	58	59	144	145	4	4	160	22	43	18	29	35
ENSSSCG00000024497	0	0	0	5	1	0	0	0	1	0	0	0
ENSSSCG00000024500	123	131	360	373	301	303	434	445	246	335	252	310
ENSSSCG00000024513	671	663	1263	1329	1311	1195	1898	1779	1485	1456	1580	1394
ENSSSCG00000024514	0	3	0	2	0	3	0	0	1	1	0	0
ENSSSCG00000024517	2132	2064	1809	1493	2572	3866	1406	1177	8961	5774	6246	5899
ENSSSCG00000024520	0	6	1	1	0	0	0	6	0	0	4	0
ENSSSCG00000024529	402	395	609	668	673	723	1341	973	1018	1079	1097	1129
ENSSSCG00000024545	2	7	25	33	6	15	114	72	1	2	0	3
ENSSSCG00000024546	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000024549	60	56	348	292	179	167	756	967	333	394	403	388
ENSSSCG00000024550	1000	1304	1953	1681	2139	2131	2958	2268	3144	3067	2446	3326
ENSSSCG00000024552	0	0	4	6	3	3	23	34	15	10	19	12
ENSSSCG00000024555	663	880	1630	1506	858	976	1882	1515	1026	1121	1059	1091
ENSSSCG00000024556	1019	1135	2683	2736	1553	1606	3826	3290	2794	2538	2870	2611
ENSSSCG00000024562	0	0	1	1	0	1	10	29	1	2	0	0
ENSSSCG00000024563	303	328	451	506	418	506	1188	1069	1200	1079	1073	1069
ENSSSCG00000024564	3069	3645	3658	3402	6040	5540	5381	4683	7496	6708	7499	6726
ENSSSCG00000024567	2	1	2	3	8	1	17	18	31	29	24	14
ENSSSCG00000024568	5	0	6	5	2	0	0	19	5	7	6	1
ENSSSCG00000024569	7	14	18	27	1	5	95	31	14	14	8	16
ENSSSCG00000024570	1302	1420	2866	2848	2395	2181	3454	2768	2323	2764	2776	2389
ENSSSCG00000024573	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000024578	2402	2073	6165	6308	7336	8221	7385	6999	12490	15589	14791	13189
ENSSSCG00000024584	0	0	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000024587	23	18	122	160	256	316	721	1012	1435	1399	1372	1594
ENSSSCG00000024588	9	2	11	9	0	0	5	34	3	9	9	1
ENSSSCG00000024591	627	643	1137	1550	717	985	1259	698	948	1125	1030	871
ENSSSCG00000024592	2859	2950	5834	5267	4184	4978	7557	6816	7580	6461	8313	6290
ENSSSCG00000024596	195	193	241	264	310	349	488	591	375	410	459	425
ENSSSCG00000024598	564	704	1416	1375	875	883	1766	1510	1644	1468	1399	1580
ENSSSCG00000024604	590	709	705	698	1280	1070	1267	1374	1074	1336	1374	1054
ENSSSCG00000024610	13990	38290	35124	25131	457	439	2147	40	129	104	100	182
ENSSSCG00000024613	203	218	688	608	156	317	910	918	284	319	217	283
ENSSSCG00000024614	2542	2587	4533	4597	3407	3481	8882	7425	5315	4432	5030	4869
ENSSSCG00000024618	565	696	1378	1362	1143	1054	2061	1843	1905	1704	1853	1989
ENSSSCG00000024621	480	552	781	820	1332	1845	2513	2374	5454	4092	4413	4530
ENSSSCG00000024622	447	556	1016	1019	735	821	1967	1574	1150	1087	1082	1209
ENSSSCG00000024623	634	700	1529	1466	1532	2311	2763	2308	4051	3404	3255	3854
ENSSSCG00000024626	1851	2124	2855	2823	2930	3147	4715	4863	4520	4100	4441	4628
ENSSSCG00000024628	388	395	616	615	444	558	1240	1105	968	947	1026	1013
ENSSSCG00000024633	6	18	64	62	4	10	75	74	25	38	39	19
ENSSSCG00000024634	4	11	8	3	0	0	4	0	0	1	2	0
ENSSSCG00000024635	8378	8053	5538	6129	6424	7703	7806	6599	5225	7711	6731	5475
ENSSSCG00000024636	800	793	1920	1737	1256	1315	2269	1879	1348	1621	1580	1377
ENSSSCG00000024648	1047	1102	1634	1615	1074	1098	2723	2379	2019	1739	1987	1794
ENSSSCG00000024655	2517	2965	3605	3305	3948	3504	5016	3976	3853	4422	3818	4412
ENSSSCG00000024660	0	8	0	7	0	4	3	6	3	6	0	3
ENSSSCG00000024661	189	262	548	448	681	625	559	546	588	789	549	694
ENSSSCG00000024663	144	140	310	284	271	316	670	579	793	635	708	720
ENSSSCG00000024665	629	682	1895	1860	1428	1450	1920	2023	1837	1763	2170	1760
ENSSSCG00000024666	24	52	236	170	2	3	405	3	4	2	2	2
ENSSSCG00000024667	1558	1567	1752	1953	2031	2392	3330	2776	3026	2866	3068	2731
ENSSSCG00000024668	36	42	0	4	11	10	3	1	64	27	18	30
ENSSSCG00000024669	2481	1734	11686	10745	2573	1616	6728	5296	1829	2213	1823	2086
ENSSSCG00000024671	279	282	907	1139	446	565	963	921	1685	1677	1742	1692
ENSSSCG00000024672	495	592	1562	1462	970	1061	1496	1495	895	1113	1004	1070
ENSSSCG00000024674	646	595	849	886	1101	1635	1079	856	1920	1676	1879	1621
ENSSSCG00000024676	858	1035	45	17	5659	5237	27	28	4615	6702	4818	5439
ENSSSCG00000024678	1103	1234	8622	7274	1113	889	6308	6173	527	775	788	459
ENSSSCG00000024679	109	128	221	230	191	178	322	276	215	255	233	202
ENSSSCG00000024681	65	93	7	7	1555	1231	18	26	2100	1886	2053	2007
ENSSSCG00000024685	304	254	64	109	294	261	201	16	68	152	83	141
ENSSSCG00000024687	92	156	324	335	298	350	685	804	456	501	509	452
ENSSSCG00000024689	0	0	1	0	0	0	1	0	4	2	6	0
ENSSSCG00000024692	9544	6780	16675	19661	7757	8157	22558	21504	11386	12094	13560	10045
ENSSSCG00000024693	2291	2802	3542	3747	3149	2955	5092	4247	3412	3931	3169	3562
ENSSSCG00000024694	289	344	964	899	730	758	822	762	912	1043	1004	945
ENSSSCG00000024696	1112	1253	2390	2462	1863	1822	3561	3042	2540	2442	2620	2456
ENSSSCG00000024697	15	35	166	69	4	0	46	1	1	1	0	1
ENSSSCG00000024714	27	21	51	35	26	39	86	70	98	80	98	93
ENSSSCG00000024718	1	8	3	5	2	1	2	0	1	0	0	2
ENSSSCG00000024722	449	535	937	959	720	828	2016	1792	1180	1167	1019	1260
ENSSSCG00000024725	0	0	0	0	0	0	0	0	0	3	1	0
ENSSSCG00000024736	40	42	100	74	232	213	156	164	141	153	122	187
ENSSSCG00000024748	1683	1678	2839	2794	2973	2894	3939	3122	4261	4263	4079	4413
ENSSSCG00000024750	307	393	987	844	719	636	1337	1653	714	752	775	736
ENSSSCG00000024752	282	403	677	559	996	740	872	664	1335	1221	1299	1337
ENSSSCG00000024754	260	300	545	651	340	325	1284	1047	532	529	524	399
ENSSSCG00000024756	686	718	1778	1778	1626	1572	1783	1751	1534	1917	1505	1581
ENSSSCG00000024759	94	40	443	442	82	82	572	900	136	138	229	131
ENSSSCG00000024761	1066	948	2653	2975	1820	2314	4472	4189	3722	3498	3192	3714
ENSSSCG00000024765	1	5	6	5	1	2	4	3	1	5	1	1
ENSSSCG00000024770	874	882	1984	1981	1003	1069	2734	2311	1471	1526	1534	1361
ENSSSCG00000024771	108	163	552	504	165	203	723	611	239	286	325	289
ENSSSCG00000024773	9	9	34	52	4	5	60	36	5	10	7	14
ENSSSCG00000024776	3897	5084	4836	4911	3152	2991	7249	5585	2803	3214	2804	3113
ENSSSCG00000024777	345	396	1877	1688	597	681	1633	1008	846	949	736	787
ENSSSCG00000024780	242	258	591	569	319	407	1088	1022	866	848	837	805
ENSSSCG00000024781	0	2	5	4	0	0	0	2	0	0	0	0
ENSSSCG00000024784	1022	1183	6	1	3940	4296	15	16	13985	11488	9838	12912
ENSSSCG00000024787	0	0	1	0	3	0	1	7	7	2	7	5
ENSSSCG00000024788	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000024789	2653	2687	4169	4325	3524	3417	6634	6704	5863	5183	6028	5375
ENSSSCG00000024791	1901	1800	1899	2186	3543	3637	4774	4853	6638	6024	5421	6987
ENSSSCG00000024793	119	102	455	530	170	134	525	525	209	263	312	216
ENSSSCG00000024794	961	1155	2755	2744	1451	1677	3650	2945	2657	2127	2912	2333
ENSSSCG00000024800	536	1010	2299	1185	303	218	1314	117	650	1265	774	875
ENSSSCG00000024802	67	110	297	210	44	57	349	32	37	37	45	33
ENSSSCG00000024809	546	487	160	228	1093	894	148	134	627	1137	1194	614
ENSSSCG00000024810	124	146	468	502	362	312	604	615	361	412	427	419
ENSSSCG00000024813	776	936	2185	2265	1705	1982	2944	3145	3118	2947	3149	3067
ENSSSCG00000024814	1	0	2	9	11	35	20	38	240	251	184	214
ENSSSCG00000024818	287	314	1057	1290	306	292	1593	1158	551	676	671	508
ENSSSCG00000024823	4637	3869	12542	14828	4616	5773	14607	13845	4708	6108	5262	4567
ENSSSCG00000024827	132	127	431	374	354	467	1127	1264	1123	1189	1097	1173
ENSSSCG00000024837	139	85	898	846	249	224	1095	1377	423	328	296	326
ENSSSCG00000024841	476	460	1215	1222	757	662	1102	960	541	680	641	573
ENSSSCG00000024860	65	102	156	122	53	24	59	7	192	97	131	141
ENSSSCG00000024864	4733	5562	7756	7440	6228	5600	8207	6960	5019	5391	5093	5054
ENSSSCG00000024867	0	0	0	0	0	0	0	0	1	1	1	0
ENSSSCG00000024872	58	81	262	251	61	77	362	466	200	156	269	160
ENSSSCG00000024876	748	841	1846	1949	746	832	2202	1797	1198	1073	1203	1055
ENSSSCG00000024881	231	248	639	623	499	745	936	902	1535	1283	1264	1358
ENSSSCG00000024892	767	1095	2333	2374	467	236	2127	1305	145	219	268	149
ENSSSCG00000024895	552	737	1365	1301	1503	1491	1504	1590	1650	1911	1656	1684
ENSSSCG00000024900	0	0	0	0	0	0	0	2	0	0	0	0
ENSSSCG00000024904	305	418	1053	984	517	501	1435	1166	791	758	692	866
ENSSSCG00000024911	7	10	17	12	0	2	36	1	0	12	4	0
ENSSSCG00000024912	859	921	1676	1683	1427	1510	1956	1779	1627	1936	1680	1657
ENSSSCG00000024913	390	501	758	792	553	407	1205	1013	906	829	866	954
ENSSSCG00000024914	241	354	35	60	359	376	519	400	218	442	287	246
ENSSSCG00000024916	1782	1725	3287	3422	2773	3077	3971	3664	4045	3951	4025	4006
ENSSSCG00000024917	192	169	737	633	1009	1282	1057	927	1185	1145	950	1270
ENSSSCG00000024926	0	0	0	0	0	0	2	0	4	3	2	0
ENSSSCG00000024927	1220	1315	2626	2522	1761	2165	4775	4345	2635	2571	2338	2613
ENSSSCG00000024932	1330	1386	1876	2080	1787	1567	2587	2237	2061	2335	2395	2244
ENSSSCG00000024933	135	159	496	571	231	372	930	851	841	700	718	789
ENSSSCG00000024938	600	551	2630	2624	870	1009	4281	4234	1175	1324	1176	1137
ENSSSCG00000024950	28	28	42	34	121	95	130	105	192	201	184	206
ENSSSCG00000024954	412	316	122	211	1734	998	73	64	1770	2475	3067	1915
ENSSSCG00000024956	0	0	0	0	1	0	0	0	0	0	0	0
ENSSSCG00000024958	498	454	1612	1847	447	536	1791	2002	1103	1076	1420	1004
ENSSSCG00000024960	2280	2792	2890	2848	3176	3099	3681	2058	2665	3729	3068	3689
ENSSSCG00000024966	5	7	13	9	3	6	32	27	72	64	87	71
ENSSSCG00000024970	904	1255	3659	3190	1076	1112	2857	2323	1828	1892	1783	1668
ENSSSCG00000024972	1239	1216	2027	2073	1280	1286	3224	2819	2003	2134	2098	2016
ENSSSCG00000024973	29	45	12	29	17	21	362	665	164	176	173	134
ENSSSCG00000024974	20629	27871	46623	40348	31422	27549	48522	36150	20277	27303	18571	24172
ENSSSCG00000024975	77	90	266	278	135	176	306	612	395	273	365	400
ENSSSCG00000024977	0	0	0	1	0	0	0	0	0	1	2	2
ENSSSCG00000024983	1352	1427	2768	2848	1694	1638	3607	2732	1909	2068	1807	2077
ENSSSCG00000024990	371	439	457	511	312	301	517	328	434	418	464	333
ENSSSCG00000024999	823	838	2004	2202	1106	1392	4367	3576	2931	3270	2716	3104
ENSSSCG00000025000	0	0	4	3	0	2	7	3	0	0	0	2
ENSSSCG00000025005	73	171	360	360	80	53	220	219	105	148	134	106
ENSSSCG00000025007	756	933	1382	1243	1125	1075	2410	2030	1933	1781	1720	1946
ENSSSCG00000025010	421	496	923	907	755	653	1314	1098	1030	1014	896	1052
ENSSSCG00000025013	42	15	44	29	28	21	38	40	66	57	89	63
